case,in_w,in_h,denoise,bin_mode,out_w,out_h,kind,idx,val
noisy_dark_denoise_off,8,8,0,1,4,4,raw,12,382
noisy_dark_denoise_off,8,8,0,1,4,4,raw,13,391
noisy_dark_denoise_off,8,8,0,1,4,4,raw,14,348
noisy_dark_denoise_off,8,8,0,1,4,4,raw,15,365
noisy_dark_denoise_off,8,8,0,1,4,4,raw,16,386
noisy_dark_denoise_off,8,8,0,1,4,4,raw,17,347
noisy_dark_denoise_off,8,8,0,1,4,4,raw,18,360
noisy_dark_denoise_off,8,8,0,1,4,4,raw,19,401
noisy_dark_denoise_off,8,8,0,1,4,4,raw,20,382
noisy_dark_denoise_off,8,8,0,1,4,4,raw,21,335
noisy_dark_denoise_off,8,8,0,1,4,4,raw,22,324
noisy_dark_denoise_off,8,8,0,1,4,4,raw,23,373
noisy_dark_denoise_off,8,8,0,1,4,4,raw,24,370
noisy_dark_denoise_off,8,8,0,1,4,4,raw,25,347
noisy_dark_denoise_off,8,8,0,1,4,4,raw,26,376
noisy_dark_denoise_off,8,8,0,1,4,4,raw,27,345
noisy_dark_denoise_off,8,8,0,1,4,4,raw,28,334
noisy_dark_denoise_off,8,8,0,1,4,4,raw,29,415
noisy_dark_denoise_off,8,8,0,1,4,4,raw,30,380
noisy_dark_denoise_off,8,8,0,1,4,4,raw,31,373
noisy_dark_denoise_off,8,8,0,1,4,4,raw,32,394
noisy_dark_denoise_off,8,8,0,1,4,4,raw,33,323
noisy_dark_denoise_off,8,8,0,1,4,4,raw,34,376
noisy_dark_denoise_off,8,8,0,1,4,4,raw,35,369
noisy_dark_denoise_off,8,8,0,1,4,4,raw,36,374
noisy_dark_denoise_off,8,8,0,1,4,4,raw,37,407
noisy_dark_denoise_off,8,8,0,1,4,4,raw,38,396
noisy_dark_denoise_off,8,8,0,1,4,4,raw,39,389
noisy_dark_denoise_off,8,8,0,1,4,4,raw,40,362
noisy_dark_denoise_off,8,8,0,1,4,4,raw,41,411
noisy_dark_denoise_off,8,8,0,1,4,4,raw,42,416
noisy_dark_denoise_off,8,8,0,1,4,4,raw,43,369
noisy_dark_denoise_off,8,8,0,1,4,4,raw,44,302
noisy_dark_denoise_off,8,8,0,1,4,4,raw,45,319
noisy_dark_denoise_off,8,8,0,1,4,4,raw,46,412
noisy_dark_denoise_off,8,8,0,1,4,4,raw,47,341
noisy_dark_denoise_off,8,8,0,1,4,4,raw,48,370
noisy_dark_denoise_off,8,8,0,1,4,4,raw,49,387
noisy_dark_denoise_off,8,8,0,1,4,4,raw,50,368
noisy_dark_denoise_off,8,8,0,1,4,4,raw,51,417
noisy_dark_denoise_off,8,8,0,1,4,4,raw,52,302
noisy_dark_denoise_off,8,8,0,1,4,4,raw,53,407
noisy_dark_denoise_off,8,8,0,1,4,4,raw,54,372
noisy_dark_denoise_off,8,8,0,1,4,4,raw,55,405
noisy_dark_denoise_off,8,8,0,1,4,4,raw,56,386
noisy_dark_denoise_off,8,8,0,1,4,4,raw,57,403
noisy_dark_denoise_off,8,8,0,1,4,4,raw,58,328
noisy_dark_denoise_off,8,8,0,1,4,4,raw,59,377
noisy_dark_denoise_off,8,8,0,1,4,4,raw,60,390
noisy_dark_denoise_off,8,8,0,1,4,4,raw,61,415
noisy_dark_denoise_off,8,8,0,1,4,4,raw,62,412
noisy_dark_denoise_off,8,8,0,1,4,4,raw,63,317
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,0,0x5A595E
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,1,0x5D5665
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,2,0x605368
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,3,0x5E5464
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,4,0x605664
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,5,0x5F5662
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,6,0x5F5662
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,7,0x5C5A61
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,8,0x605768
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,9,0x5C5964
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,10,0x5D5B5F
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,11,0x615D5A
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,12,0x5E5868
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,13,0x575A6A
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,14,0x575D63
noisy_dark_denoise_off,8,8,0,1,4,4,rgb,15,0x5F5E57
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,0,346
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,1,395
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,2,304
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,3,353
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,4,398
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,5,359
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,6,412
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,7,333
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,8,410
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,9,347
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,10,384
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,11,337
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,12,382
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,13,391
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,14,348
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,15,365
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,16,386
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,17,347
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,18,360
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,19,401
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,20,382
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,21,335
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,22,324
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,23,373
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,24,370
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,25,347
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,26,376
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,27,345
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,28,334
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,29,415
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,30,380
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,31,373
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,32,394
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,33,323
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,34,376
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,35,369
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,36,374
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,37,407
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,38,396
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,39,389
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,40,362
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,41,411
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,42,416
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,43,369
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,44,302
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,45,319
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,46,412
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,47,341
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,48,370
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,49,387
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,50,368
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,51,417
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,52,302
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,53,407
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,54,372
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,55,405
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,56,386
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,57,403
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,58,328
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,59,377
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,60,390
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,61,415
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,62,412
noisy_dark_subsample_dn_off,8,8,0,0,4,4,raw,63,317
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,0,0x5A5D5F
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,1,0x51585E
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,2,0x645668
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,3,0x675063
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,4,0x62545F
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,5,0x5D5A5E
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,6,0x614F6E
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,7,0x555865
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,8,0x63506D
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,9,0x605B63
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,10,0x605459
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,11,0x635C5D
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,12,0x5E596B
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,13,0x5E5766
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,14,0x505C6E
noisy_dark_subsample_dn_off,8,8,0,0,4,4,rgb,15,0x5F5E57
hard_edge,8,8,1,1,4,4,raw,0,200
hard_edge,8,8,1,1,4,4,raw,1,200
hard_edge,8,8,1,1,4,4,raw,2,200
hard_edge,8,8,1,1,4,4,raw,3,200
hard_edge,8,8,1,1,4,4,raw,4,2600
hard_edge,8,8,1,1,4,4,raw,5,2600
hard_edge,8,8,1,1,4,4,raw,6,2600
hard_edge,8,8,1,1,4,4,raw,7,2600
hard_edge,8,8,1,1,4,4,raw,8,200
hard_edge,8,8,1,1,4,4,raw,9,200
hard_edge,8,8,1,1,4,4,raw,10,200
hard_edge,8,8,1,1,4,4,raw,11,200
hard_edge,8,8,1,1,4,4,raw,12,2600
hard_edge,8,8,1,1,4,4,raw,13,2600
hard_edge,8,8,1,1,4,4,raw,14,2600
hard_edge,8,8,1,1,4,4,raw,15,2600
hard_edge,8,8,1,1,4,4,raw,16,200
hard_edge,8,8,1,1,4,4,raw,17,200
hard_edge,8,8,1,1,4,4,raw,18,200
hard_edge,8,8,1,1,4,4,raw,19,200
hard_edge,8,8,1,1,4,4,raw,20,2600
hard_edge,8,8,1,1,4,4,raw,21,2600
hard_edge,8,8,1,1,4,4,raw,22,2600
hard_edge,8,8,1,1,4,4,raw,23,2600
hard_edge,8,8,1,1,4,4,raw,24,200
hard_edge,8,8,1,1,4,4,raw,25,200
hard_edge,8,8,1,1,4,4,raw,26,200
hard_edge,8,8,1,1,4,4,raw,27,200
hard_edge,8,8,1,1,4,4,raw,28,2600
hard_edge,8,8,1,1,4,4,raw,29,2600
hard_edge,8,8,1,1,4,4,raw,30,2600
hard_edge,8,8,1,1,4,4,raw,31,2600
hard_edge,8,8,1,1,4,4,raw,32,200
hard_edge,8,8,1,1,4,4,raw,33,200
hard_edge,8,8,1,1,4,4,raw,34,200
hard_edge,8,8,1,1,4,4,raw,35,200
hard_edge,8,8,1,1,4,4,raw,36,2600
hard_edge,8,8,1,1,4,4,raw,37,2600
hard_edge,8,8,1,1,4,4,raw,38,2600
hard_edge,8,8,1,1,4,4,raw,39,2600
hard_edge,8,8,1,1,4,4,raw,40,200
hard_edge,8,8,1,1,4,4,raw,41,200
hard_edge,8,8,1,1,4,4,raw,42,200
hard_edge,8,8,1,1,4,4,raw,43,200
hard_edge,8,8,1,1,4,4,raw,44,2600
hard_edge,8,8,1,1,4,4,raw,45,2600
hard_edge,8,8,1,1,4,4,raw,46,2600
hard_edge,8,8,1,1,4,4,raw,47,2600
hard_edge,8,8,1,1,4,4,raw,48,200
hard_edge,8,8,1,1,4,4,raw,49,200
hard_edge,8,8,1,1,4,4,raw,50,200
hard_edge,8,8,1,1,4,4,raw,51,200
hard_edge,8,8,1,1,4,4,raw,52,2600
hard_edge,8,8,1,1,4,4,raw,53,2600
hard_edge,8,8,1,1,4,4,raw,54,2600
hard_edge,8,8,1,1,4,4,raw,55,2600
hard_edge,8,8,1,1,4,4,raw,56,200
hard_edge,8,8,1,1,4,4,raw,57,200
hard_edge,8,8,1,1,4,4,raw,58,200
hard_edge,8,8,1,1,4,4,raw,59,200
hard_edge,8,8,1,1,4,4,raw,60,2600
hard_edge,8,8,1,1,4,4,raw,61,2600
hard_edge,8,8,1,1,4,4,raw,62,2600
hard_edge,8,8,1,1,4,4,raw,63,2600
hard_edge,8,8,1,1,4,4,rgb,0,0x3C3640
hard_edge,8,8,1,1,4,4,rgb,1,0xDAC9E5
hard_edge,8,8,1,1,4,4,rgb,2,0xFFFFFF
hard_edge,8,8,1,1,4,4,rgb,3,0xFFFFFF
hard_edge,8,8,1,1,4,4,rgb,4,0x3C3640
hard_edge,8,8,1,1,4,4,rgb,5,0xDAC9E5
hard_edge,8,8,1,1,4,4,rgb,6,0xFFFFFF
hard_edge,8,8,1,1,4,4,rgb,7,0xFFFFFF
hard_edge,8,8,1,1,4,4,rgb,8,0x3C3640
hard_edge,8,8,1,1,4,4,rgb,9,0xDAC9E5
hard_edge,8,8,1,1,4,4,rgb,10,0xFFFFFF
hard_edge,8,8,1,1,4,4,rgb,11,0xFFFFFF
hard_edge,8,8,1,1,4,4,rgb,12,0x3C3640
hard_edge,8,8,1,1,4,4,rgb,13,0xDAC9E5
hard_edge,8,8,1,1,4,4,rgb,14,0xFFFFFF
hard_edge,8,8,1,1,4,4,rgb,15,0xFFFFFF
saturated,8,8,1,1,4,4,raw,0,4095
saturated,8,8,1,1,4,4,raw,1,4095
saturated,8,8,1,1,4,4,raw,2,4095
saturated,8,8,1,1,4,4,raw,3,4095
saturated,8,8,1,1,4,4,raw,4,4095
saturated,8,8,1,1,4,4,raw,5,4095
saturated,8,8,1,1,4,4,raw,6,4095
saturated,8,8,1,1,4,4,raw,7,4095
saturated,8,8,1,1,4,4,raw,8,4095
saturated,8,8,1,1,4,4,raw,9,4095
saturated,8,8,1,1,4,4,raw,10,4095
saturated,8,8,1,1,4,4,raw,11,4095
saturated,8,8,1,1,4,4,raw,12,4095
saturated,8,8,1,1,4,4,raw,13,4095
saturated,8,8,1,1,4,4,raw,14,4095
saturated,8,8,1,1,4,4,raw,15,4095
saturated,8,8,1,1,4,4,raw,16,4095
saturated,8,8,1,1,4,4,raw,17,4095
saturated,8,8,1,1,4,4,raw,18,4095
saturated,8,8,1,1,4,4,raw,19,4095
saturated,8,8,1,1,4,4,raw,20,4095
saturated,8,8,1,1,4,4,raw,21,4095
saturated,8,8,1,1,4,4,raw,22,4095
saturated,8,8,1,1,4,4,raw,23,4095
saturated,8,8,1,1,4,4,raw,24,4095
saturated,8,8,1,1,4,4,raw,25,4095
saturated,8,8,1,1,4,4,raw,26,4095
saturated,8,8,1,1,4,4,raw,27,4095
saturated,8,8,1,1,4,4,raw,28,4095
saturated,8,8,1,1,4,4,raw,29,4095
saturated,8,8,1,1,4,4,raw,30,4095
saturated,8,8,1,1,4,4,raw,31,4095
saturated,8,8,1,1,4,4,raw,32,4095
saturated,8,8,1,1,4,4,raw,33,4095
saturated,8,8,1,1,4,4,raw,34,4095
saturated,8,8,1,1,4,4,raw,35,4095
saturated,8,8,1,1,4,4,raw,36,4095
saturated,8,8,1,1,4,4,raw,37,4095
saturated,8,8,1,1,4,4,raw,38,4095
saturated,8,8,1,1,4,4,raw,39,4095
saturated,8,8,1,1,4,4,raw,40,4095
saturated,8,8,1,1,4,4,raw,41,4095
saturated,8,8,1,1,4,4,raw,42,4095
saturated,8,8,1,1,4,4,raw,43,4095
saturated,8,8,1,1,4,4,raw,44,4095
saturated,8,8,1,1,4,4,raw,45,4095
saturated,8,8,1,1,4,4,raw,46,4095
saturated,8,8,1,1,4,4,raw,47,4095
saturated,8,8,1,1,4,4,raw,48,4095
saturated,8,8,1,1,4,4,raw,49,4095
saturated,8,8,1,1,4,4,raw,50,4095
saturated,8,8,1,1,4,4,raw,51,4095
saturated,8,8,1,1,4,4,raw,52,4095
saturated,8,8,1,1,4,4,raw,53,4095
saturated,8,8,1,1,4,4,raw,54,4095
saturated,8,8,1,1,4,4,raw,55,4095
saturated,8,8,1,1,4,4,raw,56,4095
saturated,8,8,1,1,4,4,raw,57,4095
saturated,8,8,1,1,4,4,raw,58,4095
saturated,8,8,1,1,4,4,raw,59,4095
saturated,8,8,1,1,4,4,raw,60,4095
saturated,8,8,1,1,4,4,raw,61,4095
saturated,8,8,1,1,4,4,raw,62,4095
saturated,8,8,1,1,4,4,raw,63,4095
saturated,8,8,1,1,4,4,rgb,0,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,1,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,2,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,3,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,4,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,5,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,6,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,7,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,8,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,9,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,10,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,11,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,12,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,13,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,14,0xFFFFFF
saturated,8,8,1,1,4,4,rgb,15,0xFFFFFF
odd_dims,5,3,1,1,2,1,raw,0,0
odd_dims,5,3,1,1,2,1,raw,1,679
odd_dims,5,3,1,1,2,1,raw,2,1358
odd_dims,5,3,1,1,2,1,raw,3,2037
odd_dims,5,3,1,1,2,1,raw,4,2716
odd_dims,5,3,1,1,2,1,raw,5,1261
odd_dims,5,3,1,1,2,1,raw,6,1940
odd_dims,5,3,1,1,2,1,raw,7,2619
odd_dims,5,3,1,1,2,1,raw,8,3298
odd_dims,5,3,1,1,2,1,raw,9,3977
odd_dims,5,3,1,1,2,1,raw,10,2522
odd_dims,5,3,1,1,2,1,raw,11,3201
odd_dims,5,3,1,1,2,1,raw,12,3880
odd_dims,5,3,1,1,2,1,raw,13,463
odd_dims,5,3,1,1,2,1,raw,14,1142
odd_dims,5,3,1,1,2,1,rgb,0,0x7DE4FF
odd_dims,5,3,1,1,2,1,rgb,1,0xCFFFFF
one_pixel,1,1,1,1,1,1,raw,0,900
one_pixel,1,1,1,1,1,1,rgb,0,0xA89AB0
